n,modulus,batch,k,counter_first,counter_last_exclusive,samples,sum_q,sum_q2,sum_I01,sum_I12,sum_I02,sum_Re_J_S4,sum_Im_J_S4,sum_Re_J_D4,sum_Im_J_D4,sum_q_Re_J_S4,sum_q_Im_J_S4,sum_q_Re_J_D4,sum_q_Im_J_D4,sum_birth_mass,priority_field_digest
170,i,0,0,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,1,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,2,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,3,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,4,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,5,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,6,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,7,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,8,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,9,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,10,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,11,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,12,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,13,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,14,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,15,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,16,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,17,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,18,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,19,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,20,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,21,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,22,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,23,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,24,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,25,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,26,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,27,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
170,i,0,28,9500000000,9500200000,200000,-200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,95c101d4823b5fcb
