n,a,b,orientation,batch,samples,kind,k,count
325,17,6,first,0,10000,minus,128,2
325,17,6,first,0,10000,minus,130,1
325,17,6,first,0,10000,minus,132,1
325,17,6,first,0,10000,minus,133,3
325,17,6,first,0,10000,minus,134,1
325,17,6,first,0,10000,minus,135,2
325,17,6,first,0,10000,minus,136,3
325,17,6,first,0,10000,minus,137,2
325,17,6,first,0,10000,minus,138,1
325,17,6,first,0,10000,minus,139,2
325,17,6,first,0,10000,minus,140,5
325,17,6,first,0,10000,minus,141,6
325,17,6,first,0,10000,minus,142,6
325,17,6,first,0,10000,minus,143,4
325,17,6,first,0,10000,minus,144,5
325,17,6,first,0,10000,minus,145,5
325,17,6,first,0,10000,minus,146,5
325,17,6,first,0,10000,minus,147,9
325,17,6,first,0,10000,minus,148,7
325,17,6,first,0,10000,minus,149,22
325,17,6,first,0,10000,minus,150,21
325,17,6,first,0,10000,minus,151,18
325,17,6,first,0,10000,minus,152,11
325,17,6,first,0,10000,minus,153,15
325,17,6,first,0,10000,minus,154,26
325,17,6,first,0,10000,plus,154,1
325,17,6,first,0,10000,minus,155,24
325,17,6,first,0,10000,plus,155,1
325,17,6,first,0,10000,minus,156,26
325,17,6,first,0,10000,minus,157,37
325,17,6,first,0,10000,plus,157,1
325,17,6,first,0,10000,minus,158,45
325,17,6,first,0,10000,minus,159,40
325,17,6,first,0,10000,plus,159,1
325,17,6,first,0,10000,minus,160,48
325,17,6,first,0,10000,plus,160,2
325,17,6,first,0,10000,minus,161,58
325,17,6,first,0,10000,plus,161,3
325,17,6,first,0,10000,minus,162,48
325,17,6,first,0,10000,plus,162,4
325,17,6,first,0,10000,minus,163,60
325,17,6,first,0,10000,plus,163,3
325,17,6,first,0,10000,minus,164,72
325,17,6,first,0,10000,plus,164,3
325,17,6,first,0,10000,minus,165,85
325,17,6,first,0,10000,plus,165,2
325,17,6,first,0,10000,minus,166,91
325,17,6,first,0,10000,plus,166,8
325,17,6,first,0,10000,minus,167,102
325,17,6,first,0,10000,plus,167,9
325,17,6,first,0,10000,minus,168,108
325,17,6,first,0,10000,plus,168,8
325,17,6,first,0,10000,minus,169,141
325,17,6,first,0,10000,plus,169,7
325,17,6,first,0,10000,minus,170,144
325,17,6,first,0,10000,plus,170,17
325,17,6,first,0,10000,minus,171,134
325,17,6,first,0,10000,plus,171,13
325,17,6,first,0,10000,minus,172,171
325,17,6,first,0,10000,plus,172,18
325,17,6,first,0,10000,minus,173,176
325,17,6,first,0,10000,plus,173,23
325,17,6,first,0,10000,minus,174,197
325,17,6,first,0,10000,plus,174,35
325,17,6,first,0,10000,minus,175,211
325,17,6,first,0,10000,plus,175,40
325,17,6,first,0,10000,minus,176,203
325,17,6,first,0,10000,plus,176,38
325,17,6,first,0,10000,minus,177,224
325,17,6,first,0,10000,plus,177,46
325,17,6,first,0,10000,minus,178,248
325,17,6,first,0,10000,plus,178,45
325,17,6,first,0,10000,minus,179,255
325,17,6,first,0,10000,plus,179,76
325,17,6,first,0,10000,minus,180,287
325,17,6,first,0,10000,plus,180,89
325,17,6,first,0,10000,minus,181,303
325,17,6,first,0,10000,plus,181,91
325,17,6,first,0,10000,minus,182,283
325,17,6,first,0,10000,plus,182,92
325,17,6,first,0,10000,minus,183,293
325,17,6,first,0,10000,plus,183,125
325,17,6,first,0,10000,minus,184,287
325,17,6,first,0,10000,plus,184,133
325,17,6,first,0,10000,minus,185,298
325,17,6,first,0,10000,plus,185,136
325,17,6,first,0,10000,minus,186,313
325,17,6,first,0,10000,plus,186,171
325,17,6,first,0,10000,minus,187,331
325,17,6,first,0,10000,plus,187,172
325,17,6,first,0,10000,minus,188,339
325,17,6,first,0,10000,plus,188,195
325,17,6,first,0,10000,minus,189,310
325,17,6,first,0,10000,plus,189,194
325,17,6,first,0,10000,minus,190,285
325,17,6,first,0,10000,plus,190,211
325,17,6,first,0,10000,minus,191,316
325,17,6,first,0,10000,plus,191,228
325,17,6,first,0,10000,minus,192,301
325,17,6,first,0,10000,plus,192,274
325,17,6,first,0,10000,minus,193,261
325,17,6,first,0,10000,plus,193,239
325,17,6,first,0,10000,minus,194,268
325,17,6,first,0,10000,plus,194,275
325,17,6,first,0,10000,minus,195,242
325,17,6,first,0,10000,plus,195,314
325,17,6,first,0,10000,minus,196,233
325,17,6,first,0,10000,plus,196,283
325,17,6,first,0,10000,minus,197,244
325,17,6,first,0,10000,plus,197,299
325,17,6,first,0,10000,minus,198,195
325,17,6,first,0,10000,plus,198,327
325,17,6,first,0,10000,minus,199,181
325,17,6,first,0,10000,plus,199,334
325,17,6,first,0,10000,minus,200,165
325,17,6,first,0,10000,plus,200,345
325,17,6,first,0,10000,minus,201,159
325,17,6,first,0,10000,plus,201,336
325,17,6,first,0,10000,minus,202,144
325,17,6,first,0,10000,plus,202,334
325,17,6,first,0,10000,minus,203,142
325,17,6,first,0,10000,plus,203,317
325,17,6,first,0,10000,minus,204,109
325,17,6,first,0,10000,plus,204,343
325,17,6,first,0,10000,minus,205,114
325,17,6,first,0,10000,plus,205,297
325,17,6,first,0,10000,minus,206,82
325,17,6,first,0,10000,plus,206,307
325,17,6,first,0,10000,minus,207,64
325,17,6,first,0,10000,plus,207,310
325,17,6,first,0,10000,minus,208,49
325,17,6,first,0,10000,plus,208,243
325,17,6,first,0,10000,minus,209,47
325,17,6,first,0,10000,plus,209,247
325,17,6,first,0,10000,minus,210,45
325,17,6,first,0,10000,plus,210,247
325,17,6,first,0,10000,minus,211,31
325,17,6,first,0,10000,plus,211,238
325,17,6,first,0,10000,minus,212,36
