geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:absent,axial2,14,140,-140,-140,140,140,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,2,4,-4,-4,4,4,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,3,65,-65,-65,65,65,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,4,490,-490,-490,490,490,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,5,2265,-2265,-2265,2265,2265,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,6,7094,-7094,-7094,7094,7094,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,7,15640,-15640,-15640,15640,15640,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,8,24427,-24427,-24427,24427,24427,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,9,26560,-26560,-26560,26560,26560,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,10,19454,-19454,-19454,19454,19454,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,11,9147,-9147,-9147,9147,9147,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,12,2493,-2493,-2493,2493,2493,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,13,327,-327,-327,327,327,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",axial2:present,axial2,14,18,-18,-18,18,18,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,2,2,-2,-2,2,2,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,3,42,-42,-42,42,42,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,4,416,-416,-416,416,416,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,5,2566,-2566,-2566,2566,2566,0,0,0,0,0,0
axis,"near_block:[0,0,5,0,0,1,0,0]",diag1:absent,diag1,6,10892,-10892,-10892,10892,10892,0,0,0,0,0,0
