n,a,b,orientation,batch,samples,k1,k2,direct_0_to_2,site01,site12,line_null,ell_u,ell_v,iota01,iota12,physical_x,physical_y,chi4_re,chi4_im,mark01_valid,mark01_axis,mark01_diagonal,mark01_landed,mark01_h4,mark12_valid,mark12_axis,mark12_diagonal,mark12_landed,mark12_h4,count
325,17,6,first,0,1000,113,187,0,152,229,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,145,216,0,39,185,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,147,194,0,78,129,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,148,179,0,321,161,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,149,195,0,39,169,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,0,0,0,1
325,17,6,first,0,1000,149,203,0,104,65,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,150,175,0,256,1,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,1,1,-1,1
325,17,6,first,0,1000,150,179,0,247,144,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,1,1,1,0,1
325,17,6,first,0,1000,150,188,0,126,44,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,1,1,0,1,0,0,0,0,1
325,17,6,first,0,1000,150,193,0,212,141,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,0,0,0,1
325,17,6,first,0,1000,150,216,0,175,141,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,0,0,0,1
325,17,6,first,0,1000,150,227,0,301,71,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,151,180,0,14,260,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,1,0,1,1,1
325,17,6,first,0,1000,151,182,0,311,236,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,151,201,0,56,31,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,1,1,-1,1
325,17,6,first,0,1000,152,199,0,225,236,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,0,0,0,1
325,17,6,first,0,1000,153,198,0,184,160,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,0,0,0,1
325,17,6,first,0,1000,154,177,0,73,268,0,1,1,1,1,11,23,-0.212004733727810650888,-0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,154,182,0,153,74,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,1,0,1,1,1
325,17,6,first,0,1000,154,182,0,284,124,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,155,185,0,186,27,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,1,1,-1,1
325,17,6,first,0,1000,155,187,0,37,21,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,1,1,1,0,1
325,17,6,first,0,1000,155,188,0,188,35,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,1,0,1,1,1
325,17,6,first,0,1000,156,214,0,169,196,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,0,0,0,1
325,17,6,first,0,1000,157,185,0,204,232,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,1,1,-1,1
325,17,6,first,0,1000,157,188,0,178,165,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,1,1,-1,1
325,17,6,first,0,1000,157,192,0,232,141,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,158,168,0,202,129,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,158,195,0,59,186,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,1,1,-1,1,0,0,0,0,1
325,17,6,first,0,1000,158,201,0,212,230,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,0,1,1,1,0,0,0,0,1
325,17,6,first,0,1000,158,211,0,94,100,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
325,17,6,first,0,1000,159,186,0,314,118,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,1,1,0,1,0,1,1,-1,1
325,17,6,first,0,1000,159,195,0,23,164,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,1,1,1,0,1,0,0,0,0,1
325,17,6,first,0,1000,159,201,0,215,79,0,0,1,1,1,6,-17,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,1,1,-1,1
325,17,6,first,0,1000,159,213,0,208,262,0,1,0,1,1,17,6,0.212004733727810650888,0.97726863905325443787,1,0,0,0,0,1,0,0,0,0,1
