k,replicas,sum_clusters_G,sum_clusters_Gstar,sum_wrap_H_G,sum_wrap_V_G,sum_wrap_E_G,sum_wrap_B_G,sum_wrap_H_Gstar,sum_wrap_V_Gstar,sum_wrap_E_Gstar,sum_wrap_B_Gstar,sum_clusters_G_sq,sum_clusters_Gstar_sq,sum_clusters_G_Gstar,sum_H_G_H_Gstar,sum_V_G_V_Gstar,sum_E_G_E_Gstar,sum_B_G_B_Gstar
36,40000,1341602,40000,0,0,0,0,40000,40000,40000,40000,45089954,40000,1341602,0,0,0,0
37,40000,1376016,40000,0,0,0,0,40000,40000,40000,40000,47432876,40000,1376016,0,0,0,0
38,40000,1410209,40000,0,0,0,0,40000,40000,40000,40000,49819801,40000,1410209,0,0,0,0
39,40000,1444417,40000,0,0,0,0,40000,40000,40000,40000,52266193,40000,1444417,0,0,0,0
40,40000,1478318,40000,0,0,0,0,40000,40000,40000,40000,54748560,40000,1478318,0,0,0,0
41,40000,1512096,40000,0,0,0,0,40000,40000,40000,40000,57279592,40000,1512096,0,0,0,0
42,40000,1545774,40000,0,0,0,0,40000,40000,40000,40000,59859750,40000,1545774,0,0,0,0
43,40000,1579212,40000,0,0,0,0,40000,40000,40000,40000,62477784,40000,1579212,0,0,0,0
44,40000,1612569,40000,0,0,0,0,40000,40000,40000,40000,65145457,40000,1612569,0,0,0,0
45,40000,1645647,40000,0,0,0,0,40000,40000,40000,40000,67846043,40000,1645647,0,0,0,0
46,40000,1678617,40000,0,0,0,0,40000,40000,40000,40000,70592683,40000,1678617,0,0,0,0
47,40000,1711394,40000,0,0,0,0,40000,40000,40000,40000,73376614,40000,1711394,0,0,0,0
48,40000,1744077,40000,0,0,0,0,40000,40000,40000,40000,76206055,40000,1744077,0,0,0,0
49,40000,1776556,40000,0,0,0,0,40000,40000,40000,40000,79071070,40000,1776556,0,0,0,0
50,40000,1808850,40000,0,0,0,0,40000,40000,40000,40000,81971964,40000,1808850,0,0,0,0
51,40000,1840993,40000,0,0,0,0,40000,40000,40000,40000,84911209,40000,1840993,0,0,0,0
52,40000,1873029,40000,0,0,0,0,40000,40000,40000,40000,87892551,40000,1873029,0,0,0,0
53,40000,1904868,40000,0,0,0,0,40000,40000,40000,40000,90905896,40000,1904868,0,0,0,0
54,40000,1936511,40000,0,0,0,0,40000,40000,40000,40000,93951497,40000,1936511,0,0,0,0
55,40000,1968122,40000,0,0,0,0,40000,40000,40000,40000,97043440,40000,1968122,0,0,0,0
56,40000,1999584,40000,0,0,0,0,40000,40000,40000,40000,100171120,40000,1999584,0,0,0,0
57,40000,2031082,40000,0,0,0,0,40000,40000,40000,40000,103351970,40000,2031082,0,0,0,0
58,40000,2062235,40000,0,0,0,0,40000,40000,40000,40000,106546871,40000,2062235,0,0,0,0
59,40000,2093221,40000,0,0,0,0,40000,40000,40000,40000,109772961,40000,2093221,0,0,0,0
60,40000,2123892,40000,0,0,0,0,40000,40000,40000,40000,113013746,40000,2123892,0,0,0,0
61,40000,2154470,40000,0,0,0,0,40000,40000,40000,40000,116291850,40000,2154470,0,0,0,0
62,40000,2185193,40000,0,0,0,0,40000,40000,40000,40000,119632315,40000,2185193,0,0,0,0
63,40000,2215582,40000,0,0,0,0,40000,40000,40000,40000,122983466,40000,2215582,0,0,0,0
64,40000,2245817,40000,0,0,0,0,40000,40000,40000,40000,126363691,40000,2245817,0,0,0,0
65,40000,2275833,40000,0,0,0,0,40000,40000,40000,40000,129765035,40000,2275833,0,0,0,0
66,40000,2305711,40000,0,0,0,0,40000,40000,40000,40000,133195617,40000,2305711,0,0,0,0
67,40000,2335475,40000,0,0,0,0,40000,40000,40000,40000,136657441,40000,2335475,0,0,0,0
68,40000,2365124,40000,0,0,0,0,40000,40000,40000,40000,140149636,40000,2365124,0,0,0,0
69,40000,2394579,40000,0,0,0,0,40000,40000,40000,40000,143662637,40000,2394579,0,0,0,0
70,40000,2423694,40000,0,0,0,0,40000,40000,40000,40000,147177932,40000,2423694,0,0,0,0
71,40000,2452742,40000,0,0,0,0,40000,40000,40000,40000,150727818,40000,2452742,0,0,0,0
72,40000,2481642,40000,0,0,0,0,40000,40000,40000,40000,154301336,40000,2481642,0,0,0,0
73,40000,2510538,40000,0,0,0,0,40000,40000,40000,40000,157917066,40000,2510538,0,0,0,0
74,40000,2539040,40000,0,0,0,0,40000,40000,40000,40000,161523436,40000,2539040,0,0,0,0
75,40000,2567341,40000,0,0,0,0,40000,40000,40000,40000,165145699,40000,2567341,0,0,0,0
76,40000,2595702,40000,0,0,0,0,40000,40000,40000,40000,168816320,40000,2595702,0,0,0,0
77,40000,2623904,40000,0,0,0,0,40000,40000,40000,40000,172505768,40000,2623904,0,0,0,0
78,40000,2652077,40000,0,0,0,0,40000,40000,40000,40000,176229745,40000,2652077,0,0,0,0
79,40000,2679876,40000,0,0,0,0,40000,40000,40000,40000,179944540,40000,2679876,0,0,0,0
80,40000,2707495,40000,0,0,0,0,40000,40000,40000,40000,183674867,40000,2707495,0,0,0,0
81,40000,2734851,40000,0,0,0,0,40000,40000,40000,40000,187407027,40000,2734851,0,0,0,0
82,40000,2762417,40000,0,0,0,0,40000,40000,40000,40000,191204657,40000,2762417,0,0,0,0
83,40000,2789558,40000,0,0,0,0,40000,40000,40000,40000,194981580,40000,2789558,0,0,0,0
84,40000,2816487,40000,0,0,0,0,40000,40000,40000,40000,198764549,40000,2816487,0,0,0,0
85,40000,2843587,40000,0,0,0,0,40000,40000,40000,40000,202609137,40000,2843587,0,0,0,0
86,40000,2870218,40000,0,0,0,0,40000,40000,40000,40000,206424042,40000,2870218,0,0,0,0
87,40000,2896929,40000,0,0,0,0,40000,40000,40000,40000,210284595,40000,2896929,0,0,0,0
88,40000,2923505,40000,0,0,0,0,40000,40000,40000,40000,214161437,40000,2923505,0,0,0,0
89,40000,2949847,40000,0,0,0,0,40000,40000,40000,40000,218039779,40000,2949847,0,0,0,0
90,40000,2976001,40000,0,0,0,0,40000,40000,40000,40000,221924489,40000,2976001,0,0,0,0
91,40000,3002080,40000,0,0,0,0,40000,40000,40000,40000,225831634,40000,3002080,0,0,0,0
92,40000,3027940,40000,0,0,0,0,40000,40000,40000,40000,229739724,40000,3027940,0,0,0,0
93,40000,3053721,40000,0,0,0,0,40000,40000,40000,40000,233669563,40000,3053721,0,0,0,0
94,40000,3079347,40000,0,0,0,0,40000,40000,40000,40000,237608321,40000,3079347,0,0,0,0
95,40000,3104878,40000,0,0,0,0,40000,40000,40000,40000,241564102,40000,3104878,0,0,0,0
96,40000,3130123,40000,0,0,0,0,40000,40000,40000,40000,245507059,40000,3130123,0,0,0,0
97,40000,3155086,40000,0,0,0,0,40000,40000,40000,40000,249438938,40000,3155086,0,0,0,0
98,40000,3179882,40000,0,0,0,0,40000,40000,40000,40000,253375910,40000,3179882,0,0,0,0
99,40000,3204470,40000,0,0,0,0,40000,40000,40000,40000,257309758,40000,3204470,0,0,0,0
100,40000,3229088,40000,0,0,0,0,40000,40000,40000,40000,261279324,40000,3229088,0,0,0,0
101,40000,3253675,40000,0,0,0,0,40000,40000,40000,40000,265274859,40000,3253675,0,0,0,0
102,40000,3278128,40000,0,0,0,0,40000,40000,40000,40000,269278478,40000,3278128,0,0,0,0
103,40000,3302476,40000,0,0,0,0,40000,40000,40000,40000,273296220,40000,3302476,0,0,0,0
104,40000,3326524,40000,0,0,0,0,40000,40000,40000,40000,277291588,40000,3326524,0,0,0,0
105,40000,3350119,40000,0,0,0,0,40000,40000,40000,40000,281240035,40000,3350119,0,0,0,0
106,40000,3373666,40000,0,0,0,0,40000,40000,40000,40000,285208056,40000,3373666,0,0,0,0
107,40000,3397306,40000,0,0,0,0,40000,40000,40000,40000,289219462,40000,3397306,0,0,0,0
108,40000,3420661,40000,0,0,0,0,40000,40000,40000,40000,293210929,40000,3420661,0,0,0,0
109,40000,3443933,40000,0,0,0,0,40000,40000,40000,40000,297216461,40000,3443933,0,0,0,0
110,40000,3467077,40001,0,0,0,0,40000,40000,40000,40000,301226415,40003,3467162,0,0,0,0
111,40000,3489986,40001,0,0,0,0,40000,40000,40000,40000,305221124,40003,3490069,0,0,0,0
112,40000,3512878,40001,0,0,0,0,40000,40000,40000,40000,309240102,40003,3512962,0,0,0,0
113,40000,3535525,40001,0,0,0,0,40000,40000,40000,40000,313242461,40003,3535610,0,0,0,0
114,40000,3558197,40002,0,0,0,0,40000,40000,40000,40000,317275163,40006,3558373,0,0,0,0
115,40000,3580699,40002,0,0,0,0,40000,40000,40000,40000,321302939,40006,3580877,0,0,0,0
116,40000,3602856,40002,0,0,0,0,40000,40000,40000,40000,325294306,40006,3603035,0,0,0,0
117,40000,3624978,40002,0,0,0,0,40000,40000,40000,40000,329303080,40006,3625157,0,0,0,0
118,40000,3646874,40002,0,0,0,0,40000,40000,40000,40000,333291746,40006,3647052,0,0,0,0
119,40000,3668896,40002,0,0,0,0,40000,40000,40000,40000,337330480,40006,3669075,0,0,0,0
120,40000,3690630,40002,0,0,0,0,40000,40000,40000,40000,341341034,40006,3690811,0,0,0,0
121,40000,3712151,40002,0,0,0,0,40000,40000,40000,40000,345334859,40006,3712333,0,0,0,0
122,40000,3733676,40002,0,0,0,0,40000,40000,40000,40000,349353236,40006,3733859,0,0,0,0
123,40000,3754919,40002,0,0,0,0,40000,40000,40000,40000,353342737,40006,3755103,0,0,0,0
124,40000,3775874,40002,0,0,0,0,40000,40000,40000,40000,357300324,40006,3776057,0,0,0,0
125,40000,3796955,40002,0,0,0,0,40000,40000,40000,40000,361301309,40006,3797139,0,0,0,0
126,40000,3817716,40002,0,0,0,0,40000,40000,40000,40000,365265606,40006,3817901,0,0,0,0
127,40000,3838240,40002,0,0,0,0,40000,40000,40000,40000,369204878,40006,3838426,0,0,0,0
128,40000,3858749,40002,0,0,0,0,40000,40000,40000,40000,373160697,40006,3858936,0,0,0,0
129,40000,3878944,40002,0,0,0,0,40000,40000,40000,40000,377076934,40006,3879133,0,0,0,0
130,40000,3899061,40002,0,0,0,0,40000,40000,40000,40000,380999143,40006,3899251,0,0,0,0
131,40000,3918919,40002,0,0,0,0,40000,40000,40000,40000,384893011,40006,3919110,0,0,0,0
132,40000,3938773,40002,0,0,0,0,40000,40000,40000,40000,388803049,40006,3938965,0,0,0,0
133,40000,3958432,40002,0,0,0,0,40000,40000,40000,40000,392695680,40006,3958626,0,0,0,0
134,40000,3977904,40002,0,0,0,0,40000,40000,40000,40000,396571948,40006,3978099,0,0,0,0
135,40000,3997330,40003,0,0,0,0,40000,40000,40000,40000,400456552,40009,3997623,0,0,0,0
136,40000,4016670,40003,0,0,0,0,40000,40000,40000,40000,404342498,40009,4016966,0,0,0,0
137,40000,4036015,40003,0,0,0,0,40000,40000,40000,40000,408249871,40009,4036313,0,0,0,0
138,40000,4054835,40003,0,0,0,0,40000,40000,40000,40000,412066665,40009,4055134,0,0,0,0
139,40000,4073585,40003,0,0,0,0,40000,40000,40000,40000,415886617,40009,4073885,0,0,0,0
140,40000,4092180,40003,0,0,0,0,40000,40000,40000,40000,419693546,40009,4092480,0,0,0,0
141,40000,4110667,40005,0,0,0,0,40000,40000,40000,40000,423498103,40015,4111170,0,0,0,0
142,40000,4129103,40006,0,0,0,0,40000,40000,40000,40000,427308193,40018,4129710,0,0,0,0
143,40000,4147183,40006,0,0,0,0,40000,40000,40000,40000,431060575,40018,4147794,0,0,0,0
144,40000,4164901,40006,0,0,0,0,40000,40000,40000,40000,434755941,40018,4165517,0,0,0,0
145,40000,4182605,40006,0,0,0,0,40000,40000,40000,40000,438462351,40018,4183224,0,0,0,0
146,40000,4200172,40006,0,0,0,0,40000,40000,40000,40000,442154086,40018,4200795,0,0,0,0
147,40000,4217691,40007,0,0,0,0,40000,40000,40000,40000,445852641,40021,4218423,0,0,0,0
148,40000,4235282,40008,0,0,0,0,40000,40000,40000,40000,449582776,40024,4236122,0,0,0,0
149,40000,4252477,40008,0,0,0,0,40000,40000,40000,40000,453244769,40024,4253322,0,0,0,0
150,40000,4269928,40008,0,0,0,0,40000,40000,40000,40000,456974802,40024,4270780,0,0,0,0
151,40000,4286986,40008,0,0,0,0,40000,40000,40000,40000,460636202,40024,4287837,0,0,0,0
152,40000,4303882,40013,0,0,0,0,40000,40000,40000,40000,464276804,40039,4305294,0,0,0,0
153,40000,4320593,40013,0,0,0,0,40000,40000,40000,40000,467891549,40039,4322012,0,0,0,0
154,40000,4336994,40013,0,0,0,0,40000,40000,40000,40000,471453830,40039,4338418,0,0,0,0
155,40000,4353511,40014,0,0,0,0,40000,40000,40000,40000,475054941,40042,4355047,0,0,0,0
156,40000,4369816,40015,0,0,0,0,40000,40000,40000,40000,478621260,40045,4371478,0,0,0,0
157,40000,4385860,40015,0,0,0,0,40000,40000,40000,40000,482144494,40045,4387522,0,0,0,0
158,40000,4401867,40017,0,0,0,0,40000,40000,40000,40000,485673793,40051,4403745,0,0,0,0
159,40000,4417538,40018,0,0,0,0,40000,40000,40000,40000,489139602,40054,4419533,0,0,0,0
160,40000,4433221,40019,0,0,0,0,40000,40000,40000,40000,492623547,40057,4435336,0,0,0,0
161,40000,4448496,40019,0,0,0,0,40000,40000,40000,40000,496026556,40057,4450611,0,0,0,0
162,40000,4463790,40019,0,0,0,0,40000,40000,40000,40000,499446580,40057,4465918,0,0,0,0
163,40000,4478959,40020,0,0,0,0,40000,40000,40000,40000,502851741,40060,4481211,0,0,0,0
164,40000,4494167,40021,0,0,0,0,40000,40000,40000,40000,506276673,40063,4496550,0,0,0,0
165,40000,4509239,40023,0,0,0,0,40000,40000,40000,40000,509681577,40069,4511854,0,0,0,0
166,40000,4523961,40025,0,0,0,0,40000,40000,40000,40000,513019559,40075,4526805,0,0,0,0
167,40000,4538768,40025,0,0,0,0,40000,40000,40000,40000,516385402,40075,4541627,0,0,0,0
168,40000,4553339,40025,0,0,0,0,40000,40000,40000,40000,519707767,40075,4556209,0,0,0,0
169,40000,4567834,40025,0,0,0,0,40000,40000,40000,40000,523026108,40075,4570712,0,0,0,0
170,40000,4582321,40026,0,0,0,0,40000,40000,40000,40000,526352627,40078,4585319,0,0,0,0
171,40000,4596593,40028,0,0,0,0,40000,40000,40000,40000,529638141,40084,4599820,0,0,0,0
172,40000,4610512,40028,0,0,0,0,40000,40000,40000,40000,532854166,40084,4613757,0,0,0,0
173,40000,4624437,40029,0,0,0,0,40000,40000,40000,40000,536081731,40087,4627789,0,0,0,0
174,40000,4638154,40030,0,0,0,0,40000,40000,40000,40000,539270622,40090,4641638,0,0,0,0
175,40000,4651472,40031,0,0,0,0,40000,40000,40000,40000,542375998,40093,4655090,0,0,0,0
176,40000,4664979,40032,0,0,0,0,40000,40000,40000,40000,545535853,40096,4668730,0,0,0,0
177,40000,4678230,40033,0,0,0,0,40000,40000,40000,40000,548641628,40099,4682103,0,0,0,0
178,40000,4691126,40035,0,0,0,0,40000,40000,40000,40000,551671182,40105,4695247,0,0,0,0
179,40000,4704100,40036,0,0,0,0,40000,40000,40000,40000,554729890,40108,4708351,0,0,0,0
180,40000,4716766,40036,0,0,0,0,40000,40000,40000,40000,557723100,40108,4721026,0,0,0,0
181,40000,4729291,40041,0,0,0,0,40000,40000,40000,40000,560690869,40123,4734175,0,0,0,0
182,40000,4741759,40043,0,0,0,0,40000,40000,40000,40000,563656931,40129,4746906,0,0,0,0
183,40000,4754222,40045,0,0,0,0,40000,40000,40000,40000,566628410,40135,4759623,0,0,0,0
184,40000,4766719,40048,0,0,0,0,40000,40000,40000,40000,569613965,40144,4772499,0,0,0,0
185,40000,4779218,40053,0,0,0,0,40000,40000,40000,40000,572609576,40159,4785606,0,0,0,0
186,40000,4791266,40055,0,0,0,0,40000,40000,40000,40000,575501606,40165,4797922,0,0,0,0
187,40000,4803231,40055,0,0,0,0,40000,40000,40000,40000,578382237,40165,4809908,0,0,0,0
188,40000,4814745,40057,0,0,0,0,40000,40000,40000,40000,581163307,40171,4821690,0,0,0,0
189,40000,4826427,40062,0,0,0,0,40000,40000,40000,40000,583989933,40186,4833985,0,0,0,0
190,40000,4837900,40065,0,0,0,0,40000,40000,40000,40000,586773208,40195,4845836,0,0,0,0
191,40000,4849374,40066,0,0,0,0,40000,40000,40000,40000,589562238,40198,4857451,0,0,0,0
192,40000,4860621,40066,0,0,0,0,40000,40000,40000,40000,592303023,40198,4868722,0,0,0,0
193,40000,4871631,40068,0,0,0,0,40000,40000,40000,40000,594994477,40204,4879983,0,0,0,0
194,40000,4882435,40070,0,0,0,0,40000,40000,40000,40000,597640017,40210,4891035,0,0,0,0
195,40000,4893084,40073,0,0,0,0,40000,40000,40000,40000,600254198,40219,4902062,0,0,0,0
196,40000,4903825,40074,0,0,0,0,40000,40000,40000,40000,602897639,40222,4912962,0,0,0,0
197,40000,4914292,40074,0,0,0,0,40000,40000,40000,40000,605475316,40222,4923460,0,0,0,0
198,40000,4924577,40077,0,0,0,0,40000,40000,40000,40000,608017045,40231,4934120,0,0,0,0
199,40000,4934468,40078,0,0,0,0,40000,40000,40000,40000,610465882,40234,4944168,0,0,0,0
200,40000,4944596,40081,0,0,0,0,40000,40000,40000,40000,612975124,40243,4954685,0,0,0,0
201,40000,4954568,40084,0,0,0,0,40000,40000,40000,40000,615455904,40252,4965039,0,0,0,0
202,40000,4964296,40086,0,0,0,0,40000,40000,40000,40000,617878898,40258,4975024,0,0,0,0
203,40000,4973888,40091,0,0,0,0,40000,40000,40000,40000,620274922,40273,4985285,0,0,0,0
204,40000,4983275,40093,0,0,0,0,40000,40000,40000,40000,622622313,40279,4994931,0,0,0,0
205,40000,4992619,40096,0,0,0,0,40000,40000,40000,40000,624965203,40288,5004667,0,0,0,0
206,40000,5001962,40100,0,0,0,0,40000,40000,40000,40000,627309006,40300,5014510,0,0,0,0
207,40000,5010757,40106,0,0,0,0,40000,40000,40000,40000,629523365,40318,5024111,0,0,0,0
208,40000,5019750,40110,0,0,0,0,40000,40000,40000,40000,631791882,40330,5033596,0,0,0,0
209,40000,5028903,40116,0,0,0,0,40000,40000,40000,40000,634101925,40348,5043498,0,0,0,0
210,40000,5037655,40121,0,0,0,0,40000,40000,40000,40000,636318711,40363,5052933,0,0,0,0
211,40000,5046480,40123,0,0,0,0,40000,40000,40000,40000,638555502,40369,5062016,0,0,0,0
212,40000,5054721,40126,0,0,0,0,40000,40000,40000,40000,640648495,40378,5070654,0,0,0,0
213,40000,5062995,40132,0,0,0,0,40000,40000,40000,40000,642752357,40396,5079743,0,0,0,0
214,40000,5071238,40132,0,0,0,0,40000,40000,40000,40000,644850160,40396,5088026,0,0,0,0
215,40000,5079497,40134,0,0,0,0,40000,40000,40000,40000,646952593,40402,5096546,0,0,0,0
216,40000,5087214,40141,0,0,0,0,40000,40000,40000,40000,648922116,40423,5105151,0,0,0,0
217,40000,5094930,40148,0,0,0,0,40000,40000,40000,40000,650898496,40444,5113787,0,0,0,0
218,40000,5102368,40156,0,0,0,0,40000,40000,40000,40000,652807712,40468,5122252,0,0,0,0
219,40000,5109806,40162,0,0,0,0,40000,40000,40000,40000,654720638,40486,5130504,0,0,0,0
220,40000,5117201,40168,0,0,0,0,40000,40000,40000,40000,656619203,40504,5138659,0,0,0,0
221,40000,5124414,40172,0,0,0,0,40000,40000,40000,40000,658476284,40516,5146405,0,0,0,0
222,40000,5131438,40180,0,0,0,0,40000,40000,40000,40000,660286952,40540,5154479,0,0,0,0
223,40000,5138398,40184,0,0,0,0,40000,40000,40000,40000,662083100,40552,5161990,0,0,0,0
224,40000,5145282,40189,0,0,0,0,40000,40000,40000,40000,663864212,40567,5169584,0,0,0,0
225,40000,5151962,40197,0,0,0,0,40000,40000,40000,40000,665595842,40591,5177277,0,0,0,0
226,40000,5158462,40205,0,0,0,0,40000,40000,40000,40000,667279904,40615,5184848,0,0,0,0
227,40000,5164971,40213,0,0,0,0,40000,40000,40000,40000,668972875,40639,5192428,0,0,0,0
228,40000,5171025,40223,0,0,0,0,40000,40000,40000,40000,670549263,40669,5199858,0,0,0,0
229,40000,5176930,40227,0,0,0,0,40000,40000,40000,40000,672087472,40681,5206303,0,0,0,0
230,40000,5183000,40234,0,0,0,0,40000,40000,40000,40000,673672126,40702,5213325,0,0,0,0
231,40000,5188866,40237,0,0,0,0,40000,40000,40000,40000,675199534,40711,5219625,0,0,0,0
232,40000,5194749,40239,0,0,0,0,40000,40000,40000,40000,676737671,40717,5225804,0,0,0,0
233,40000,5200362,40247,0,0,0,0,40000,40000,40000,40000,678202880,40741,5232504,0,0,0,0
234,40000,5205737,40249,0,0,0,0,40000,40000,40000,40000,679606393,40747,5238170,0,0,0,0
235,40000,5211172,40258,0,0,0,0,40000,40000,40000,40000,681029762,40774,5244803,0,0,0,0
236,40000,5216450,40264,0,0,0,0,40000,40000,40000,40000,682414306,40792,5250888,0,0,0,0
237,40000,5221689,40273,0,0,0,0,40000,40000,40000,40000,683790527,40819,5257327,0,0,0,0
238,40000,5226546,40283,0,0,0,0,40000,40000,40000,40000,685072538,40849,5263515,0,0,0,0
239,40000,5231372,40290,0,0,0,0,40000,40000,40000,40000,686348842,40870,5269315,0,0,0,0
240,40000,5236045,40299,0,0,0,0,40000,40000,40000,40000,687580365,40897,5275225,0,0,0,0
241,40000,5240544,40308,0,0,0,0,40000,40000,40000,40000,688769930,40924,5280988,0,0,0,0
242,40000,5245043,40314,0,0,0,0,40000,40000,40000,40000,689958539,40942,5286320,0,0,0,0
243,40000,5249231,40327,0,0,0,0,40000,40000,40000,40000,691069095,40981,5292274,0,0,0,0
244,40000,5253513,40338,0,0,0,0,40000,40000,40000,40000,692205591,41016,5297989,0,0,0,0
245,40000,5257542,40352,0,0,0,0,40000,40000,40000,40000,693276198,41058,5303896,0,0,0,0
246,40000,5261136,40360,0,0,0,0,40000,40000,40000,40000,694229166,41082,5308564,0,0,0,0
247,40000,5264974,40368,0,0,0,0,40000,40000,40000,40000,695247662,41106,5313476,0,0,0,0
248,40000,5268693,40378,0,0,0,0,40000,40000,40000,40000,696230199,41136,5318519,0,0,0,0
249,40000,5272227,40395,0,0,0,0,40000,40000,40000,40000,697171365,41187,5324315,0,0,0,0
250,40000,5275701,40411,0,0,0,0,40000,40000,40000,40000,698096089,41235,5329904,0,0,0,0
251,40000,5278698,40421,0,0,0,0,40000,40000,40000,40000,698892906,41267,5334293,0,0,0,0
252,40000,5281623,40429,0,0,0,0,40000,40000,40000,40000,699669191,41291,5338338,0,0,0,0
253,40000,5284668,40437,0,0,0,0,40000,40000,40000,40000,700484718,41315,5342521,0,0,0,0
254,40000,5287598,40441,0,0,0,0,40000,40000,40000,40000,701272084,41327,5346000,0,0,0,0
255,40000,5289977,40450,0,0,0,0,40000,40000,40000,40000,701908113,41354,5349583,0,0,0,0
256,40000,5292702,40469,0,0,0,0,40000,40000,40000,40000,702639784,41413,5354842,0,0,0,0
257,40000,5295025,40485,0,0,0,0,40000,40000,40000,40000,703261875,41463,5359300,0,0,0,0
258,40000,5297498,40501,0,0,0,0,40000,40000,40000,40000,703924378,41511,5363932,0,0,0,0
259,40000,5299366,40516,0,0,0,0,40000,40000,40000,40000,704425562,41556,5367864,0,0,0,0
260,40000,5301448,40529,0,0,0,0,40000,40000,40000,40000,704986136,41595,5371749,0,0,0,0
261,40000,5303374,40548,0,0,0,0,40000,40000,40000,40000,705502284,41654,5376192,0,0,0,0
262,40000,5304888,40563,0,0,0,0,40000,40000,40000,40000,705916436,41699,5379756,0,0,0,0
263,40000,5306216,40584,0,0,0,0,40000,40000,40000,40000,706275988,41764,5383955,0,0,0,0
264,40000,5307961,40598,0,0,0,0,40000,40000,40000,40000,706744423,41808,5387572,0,0,0,0
265,40000,5309225,40620,0,0,0,0,40000,40000,40000,40000,707088461,41874,5391811,0,0,0,0
